Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
Exploiting new-era of Request forgery on mobile applications,https://web.archive.org/web/20210508050717/http://dphoeniixx.com/2020/12/13-2/,Sayed Abdelhafiz (@dPhoeniixx),Pinterest,"CSRF, Account takeover",-,2020-12-11,2022-09-15
Site Wide CSRF On Glassdoor,https://blog.witcoat.com/2020/12/03/site-wide-csrf-on-glassdoor/,Tabahi (@_tabahi),Glassdoor,CSRF,"3,000",2020-12-03,2022-09-15
Weaponizing XSS For Fun & Profit,https://saadahmedx.medium.com/weaponizing-xss-for-fun-profit-a1414f3fcee9,Saad Ahmed (@XSaadAhmedX),-,"XSS, CSRF","2,200",2020-10-14,2022-09-15
Research: The mass CSRFing of *.google.com/* products.,http://www.missoumsai.com/google-csrfs.html,Missoum Said (@missoum1307),Google,CSRF,"30,000",2020-10-07,2022-09-15
My First Bug Bounty From Bug Bounty Platform redstorm.io,https://medium.com/@novan.rmd/my-first-bug-bounty-from-bug-bounty-platform-redstorm-io-50958f6adc90,Novan Aziz Ramadhan (@novan_rmd),RedStorm,CSRF,-,2020-09-17,2022-09-15
My first bug in google and how i got CSRF token for victim account rather than bypass it ($1337)!,https://medium.com/@odayalhalbe1/my-first-bug-in-google-and-how-i-got-csrf-token-for-victim-account-rather-than-bypass-it-1337-bf01261feb47,Oday Alhalbe,Google,CSRF,"1,337",2020-09-07,2022-09-15
Unhiding the hidden,https://medium.com/bugbountywriteup/unhiding-the-hidden-2ef44192c10b,I am Broot,-,"Client-side enforcement of server-side security, Broken authorization, CSRF",530,2020-08-31,2022-09-15
Journey to my First Bug Hunt$$$$,https://medium.com/@balapraneeth98/journey-to-my-first-bug-hunt-6dc5e4552128,Bala Praneeth (@Begin_hunt),-,CSRF,900,2020-08-13,2022-09-15
"Refocusing in bug hunting, Bonus: An interestingly simple to test CSRF bypass",https://medium.com/bugbountywriteup/refocusing-in-bug-hunting-bonus-an-interestingly-simple-to-test-csrf-bypass-8595b3312147,Vuk Ivanovic,-,CSRF,-,2020-08-01,2022-09-15
Zoom Security Exploit – Cracking private meeting passwords,https://www.tomanthony.co.uk/blog/zoom-security-exploit-crack-private-meeting-passwords/,Tom Anthony (@TomAnthonySEO),Zoom,"CSRF, Lack of rate limiting",-,2020-07-29,2022-09-15
CSRF + Open Redirect To Account Takeover,https://www.r29k.com/articles/bb/csrf,R29k (@R29k_),-,"CSRF, Open redirect, Account takeover",-,2020-07-28,2022-09-15
Tenda AC15 AC1900 Vulnerabilities Discovered and Exploited,https://blog.securityevaluators.com/tenda-ac1900-vulnerabilities-discovered-and-exploited-e8e26aa0bc68,Sanjana Sarda,Tenda,"CSRF, XSS, Hardcoded credentials, RCE",-,2020-07-10,2022-10-21
EN | Account Takeover and Sensitive Data Leakage via CORS Misconfiguration,https://lutfumertceylan.com.tr/posts/ato-and-data-leakage-via-cors-misc/,Lütfü Mert Ceylan (@lutfumertceylan),-,"CORS misconfiguration, CSRF, Account takeover",-,2020-07-04,2022-09-15
CSRF Attack!!!,https://balapraneeth.medium.com/csrf-attack-e7bb9f3f36e1,Bala Praneeth (@Begin_hunt),-,CSRF,500,2020-07-04,2022-09-15
Let’s Bypass CSRF Protection & Password Confirmation to Takeover Victim Accounts :D,https://medium.com/bugbountywriteup/lets-bypass-csrf-protection-password-confirmation-to-takeover-victim-accounts-d-4a21297847ff,Harsh Bothra (@harshbothra_),-,CSRF,-,2020-06-12,2022-09-15
How i earned $500 from google by change one character .,https://medium.com/@odayalhalbe1/how-i-earned-500-from-google-by-change-one-character-8350d2b618e5,Oday Alhalbe,Google,CSRF,500,2020-06-06,2022-09-15
How I leveraged an interesting CSRF vulnerability to turn self XSS into a persistent attack?,https://medium.com/bugbountywriteup/how-i-leveraged-an-interesting-csrf-vulnerability-to-turn-self-xss-into-a-persistent-attack-b780824042d2,Akash Methani (@0xAkash),-,"Self-XSS, CSRF",-,2020-06-01,2022-09-15
Cors Blimey: The power of chaining CORS,https://web.archive.org/web/20200616051351/https://hazana.xyz/posts/cors-blimey/,Hazana (@hazanasec),-,"CORS misconfiguration, Stored XSS, CSRF",-,2020-05-17,2022-09-15
Account taken over in style !!!,https://medium.com/@kishorehariram/account-taken-over-in-style-8a547342a5ad,kishore hariram (@kishorehariram),-,"Logic flaw, CSRF, Account takeover",-,2020-04-30,2022-09-15
CSRF to RCE bug chain in Prestashop v1.7.6.4 and below,https://blog.stazot.com/prestashop-csrf-to-rce-article/,Sivanesh Ashok (@sivaneshashok),PrestaShop,"RCE, CSRF, Stored XSS, Unrestricted file upload",-,2020-04-18,2023-02-26
How a Simple CSRF Attack Turned into a P1 Level Bug,https://ladysecspeare.wordpress.com/2020/04/05/how-a-simple-csrf-attack-turned-into-a-p1-level-bug/,Lady Secspeare (@bejuveria_),-,"CSRF, Account takeover",-,2020-04-05,2022-09-15
Always escalate! From Self-XSS to Persistent XSS on Login Portal,https://medium.com/@nnez/always-escalate-from-self-xss-to-persistent-xss-on-login-portal-54265b0adfd0,Phuriphat Boontanon (@zanezenzane),-,"Self-XSS, CSRF",650,2020-04-02,2022-09-15
Self XSS to Account Takeover,https://medium.com/@ch3ckm4te/self-xss-to-account-takeover-72c89775cf8f,Ch3ckM4te,-,"Account takeover, XSS, CSRF",-,2020-03-24,2022-09-15
Hacking — Always Check the Cross-domain Policy,https://medium.com/the-volatile-triad/hacking-always-check-the-cross-domain-policy-369940372de3,Jack,Starbucks,"SOP bypass, CSRF",750,2020-03-19,2022-09-15
How I was able to bypass the current password?,https://ninadmathpati.com/how-i-was-able-to-bypass-the-current-password/,Ninad Mathpati (@ninad_mathpati),-,"Account takeover, CSRF",-,2020-03-11,2022-09-15
How I exploit the JSON CSRF with method override technique,https://medium.com/@secureITmania/how-i-exploit-the-json-csrf-with-method-override-technique-71c0a9a7f3b0,Simgamsetti Manikanta (@zaheckmania),-,JSON CSRF,-,2020-03-07,2022-09-15
How I CSRF’d My First Bounty!,https://medium.com/@rajeshranjan457/how-i-csrfd-my-first-bounty-a62b593d3f4d,Rajesh Ranjan (@rajesh_ranjan4),-,CSRF,500,2020-03-03,2022-09-15
Facebook CSRF bug which lead to Instagram Partial account takeover.,https://ysamm.com/?p=379,Youssef Sammouda (@samm0uda),Meta / Facebook,"CSRF, OAuth","12,500",2020-02-28,2022-09-15
Exploiting Jira for Host Discovery,https://medium.com/tenable-techblog/exploiting-jira-for-host-discovery-43be3cddf023,Alex Peña,Atlassian,CSRF,-,2020-02-20,2022-09-15
Exploiting WebSocket [Application Wide XSS / CSRF],https://medium.com/@osamaavvan/exploiting-websocket-application-wide-xss-csrf-66e9e2ac8dfa,Osama Avvan (@osamaavvan),-,"XSS, CSRF",-,2020-02-17,2022-09-15
Site wide CSRF on a popular program,https://fellchase.blogspot.com/2020/02/site-wide-csrf-on-popular-program.html,Ajinkya Pathare (@fellchase),-,CSRF,-,2020-02-05,2022-09-15
Using CSRF I Got Weird Account Takeover,https://flex0geek.blogspot.com/2020/02/using-csrf-i-got-weird-account-takeover.html,Mohamed Sayed (@FlEx0Geek),-,"CSRF, Account takeover",-,2020-02-05,2022-09-15
CSRF CSRF CSRF…,https://medium.com/@navne3t/csrf-csrf-csrf-f203e6452a9c,Navneet (@na5n33t),-,CSRF,50,2020-02-03,2022-09-15
Google Bug Bounty: CSRF in learndigital.withgoogle.com,https://santuysec.com/2020/01/21/google-bug-bounty-csrf-in-learndigital-withgoogle-com/,santuySec (@santuySec),Google,CSRF,-,2020-01-21,2022-09-15
Cross Site Request Forgery vulnerability Leads to User Profile Change in Microsoft Express Logic,https://web.archive.org/web/20200819163234/https://medium.com/@adeshkolte/cross-site-request-forgery-vulnerability-leads-to-user-profile-change-in-microsoft-express-logic-dc3481ab47ba,Adesh Nandkishor kolte (@AdeshKolte),Microsoft,CSRF,-,2020-01-21,2022-09-15
Bypass SameSite Cookies Default to Lax and get CSRF,https://medium.com/@renwa/bypass-samesite-cookies-default-to-lax-and-get-csrf-343ba09b9f2b,Renwa (@RenwaX23),-,"CSRF, Samesite cookie bypass",-,2020-01-08,2022-09-15
CSRF Token Bypasss — A Tale of my $2k bug,https://web.archive.org/web/20200320111950/https://medium.com/@sainttobs/csrf-token-bypasss-a-tale-of-my-2k-bug-ff7f51166ea1,Adeyefa Oluwatoba (@adeyefa_codes),-,"CSRF, Account takeover","2,000",2019-12-23,2022-09-15
2 FA Bypass via CSRF Attack,https://medium.com/@vbharad/2-fa-bypass-via-csrf-attack-8f2f6a6e3871,Vishal Bharad,Mail.ru,"2FA / MFA bypass, CSRF",-,2019-12-23,2022-09-15
Stored Iframe Injection + CSRF = Account Takeover 😎😎,https://medium.com/@irounakdhadiwal999/stored-iframe-injection-csrf-account-takeover-42c93ad13f5d,Rounak Dhadiwal (@XploiteR_D),-,"HTML injection, CSRF",-,2019-12-16,2022-09-15
Media deletion CSRF vulnerability on Instagram,https://blog.darabi.me/2019/12/instagram-delete-media-csrf.html,Pouya Darabi (@Pouyadarabi),Meta / Facebook,CSRF,"3,000",2019-12-09,2022-09-15
How I turned Self XSS to Stored via CSRF,https://medium.com/@abhishake100/how-i-turned-self-xss-to-stored-via-csrf-d12eaaf59f2e,Abhishek Yadav (@abhishake100),-,"Self-XSS, CSRF",550,2019-11-29,2022-09-15
The AccountTakeOver Killing Chain,https://web.archive.org/web/20200511012319/https://medium.com/@xhzeem/the-accounttakeover-killing-chain-6ba23f4c9d4,أنس روبي (@xhzeem),-,"Account takeover, CSRF, Self-XSS",-,2019-11-23,2022-09-15
Cross Site Request Forgery Critical Exploitable IN Infected Site?,https://medium.com/@Hossam.Mesbah/cross-site-request-forgery-critical-exploitable-in-infected-site-a271aedeed2f,Hossam Mesbah,-,CSRF,-,2019-10-29,2022-09-15
XSS to Account Takeover,https://noobe.io/articles/2019-10/xss-to-account-takeover,Tomi (@noobe_io),-,"XSS, CSRF",-,2019-10-29,2022-09-15
An inconsistent CSRF,https://smaranchand.com.np/2019/10/an-inconsistent-csrf/,Smaran Chand (@smaranchand),-,CSRF,-,2019-10-15,2022-09-15
How I made 1000$ with AT&T Bug Bounty(H1),https://web.archive.org/web/20201128230506/https://medium.com/@adeshkolte/how-i-made-1000-at-t-bug-bounty-h1-14e68b284e2f,Adesh Nandkishor kolte (@AdeshKolte),AT&T,"CSRF, Account takeover","1,000",2019-10-02,2022-09-15
A Simple bypass of Registration Activation that Lead to many Bug -,https://web.archive.org/web/20191214144210/https://medium.com/bugbountywriteup/a-simple-bypass-of-registration-activation-that-lead-to-many-bug-a-story-about-how-my-friend-5df0889f1062,YoKo Kho (@YokoAcc),-,"Information disclosure, IDOR, CSRF",-,2019-09-21,2022-09-15
Admin hijacked by Sea Surf Pirates,https://gauravnarwani.com/admin-hijacked-by-sea-surf-pirates/,Gaurav Narwani (@gauravnarwani97),Dolibarr,"Stored XSS, CSRF, Account takeover",-,2019-09-19,2022-09-15
CSRF Email Confirmation Vulnerability for Gmail & G-Suite in Facebook,https://medium.com/@lokeshdlk77/csrf-email-confirmation-vulnerability-for-gmail-g-suite-in-facebook-5ab551a0a526,Lokesh Kumar (@lokeshdlk77),Meta / Facebook,CSRF,"3,000",2019-07-16,2022-09-15
Bypass CSRF With ClickJacking Worth $1250,https://medium.com/@saadahmedx/bypass-csrf-with-clickjacking-worth-1250-6c70cc263f40,Saad Ahmed (@XSaadAhmedX),-,"CSRF, Clickjacking","1,250",2019-07-16,2022-09-15
[TOKOPEDIA] Site-wide CSRF through GraphQL request,https://yeraisci.com/tokopedia-site-wide-csrf-through-graphql-request,Rafie Muhammad (@rafiem777),Tokopedia,CSRF,-,2019-07-15,2022-09-15
Account Takeover Using CSRF(json-based),https://medium.com/@shub66452/account-takeover-using-csrf-json-based-a0e6efd1bffc,shub rathore (@shub66452),-,"CSRF, Account takeover","1,000",2019-07-04,2022-09-15
CORS To CSRF Attack,https://medium.com/@osamaavvan/cors-to-csrf-attack-c33a595d441,Osama Avvan (@osamaavvan),-,"CORS misconfiguration, CSRF",-,2019-06-27,2022-09-15
Account Takeover Worth $900,https://medium.com/@saadahmedx/account-takeover-worth-900-cacbe10de58e,Saad Ahmed (@XSaadAhmedX),-,"Account takeover, CSRF",900,2019-06-16,2022-09-15
My First CSRF to Account Takeover worth $750,https://medium.com/@nishantrustlingup/my-first-csrf-to-account-takeover-worth-750-1332641d4304,Nishant Saurav (@inishantsinha),-,"CSRF, Account takeover",750,2019-05-30,2022-09-15
Stealing Downloads from Slack Users,https://medium.com/tenable-techblog/stealing-downloads-from-slack-users-be6829a55f63,David Wells,Slack,CSRF,-,2019-05-17,2022-09-15
4x CSRFs Chained For Company Account Takeover,https://medium.com/a-bugz-life/4x-csrfs-chained-for-company-account-takeover-f9fada416986,A Bug’z Life (@abugzlife1),-,"CSRF, Account takeover","3,000",2019-05-08,2022-09-15
CSRF Attack can lead to Stored XSS,https://medium.com/bugbountywriteup/csrf-attack-can-lead-to-stored-xss-f40ba91f1e4f,Mohamed Sayed (@FlEx0Geek),-,"CSRF, Stored XSS",-,2019-04-25,2022-09-15
Yet Other Examples of Abusing CSRF in Logout,https://soroush.secproject.com/blog/2019/04/yet-other-examples-of-abusing-csrf-in-logout/,Soroush Dalili (@irsdl),-,CSRF,-,2019-04-23,2022-09-15
Account Takeover by chaining two vulnerabilities.,https://web.archive.org/web/20191218195406/https://medium.com/@sherazkhalid_60362/account-takeover-by-chaining-two-vulnerabilities-bb447753b089,Sheraz Khalid,-,"CSRF, Open redirect, Account takeover",-,2019-04-10,2022-09-15
Obtaining XSS Using Moodle Features and Minor Bugs,https://medium.com/@daniel.thatcher/obtaining-xss-using-moodle-features-and-minor-bugs-2035665989cc,Daniel Thatcher (@_danielthatcher),Moodle,"Login CSRF, XSS",-,2019-04-09,2022-09-15
Same-Origin Policy: From birth until today,https://research.aurainfosec.io/same-origin-policy/,Alex Nikolova (@AaylaSecura1138),"Mozilla, Google (Chrome), Opera","SOP bypass, Browser hacking, CSRF, CORS",-,2019-04-04,2022-10-06
How I could have hijacked a victim’s YouTube notifications! (Google VRP Writeup),https://hackademic.co.in/youtube-bug/,Yash Sodha (@y_sodha),Google,CSRF,"3,133.70",2019-03-26,2022-09-15
WordPress 5.1 CSRF to Remote Code Execution,https://www.sonarsource.com/blog/wordpress-csrf-to-rce/,Simon Scannell (@scannell_simon),WordPress,"CSRF, RCE, HTML injection",950,2019-03-13,2022-09-15
Brute Forcing User IDS via CSRF To Delete all Users with CSRF attack.,https://medium.com/@armaanpathan/brute-forcing-user-ids-via-csrf-to-delete-all-users-with-csrf-attack-216ccd4d832c,Armaan Pathan (@armaancrockroax),-,"CSRF, Bruteforce",-,2019-03-12,2022-09-15
Facebook CSRF protection bypass which leads to Account Takeover,https://ysamm.com/?p=185,Youssef Sammouda (@samm0uda),Meta / Facebook,CSRF,"25,000",2019-02-12,2022-09-15
Csrf Bypass Using Cross Frame Scripting,https://medium.com/@mr_hacker/csrf-bypass-using-cross-frame-scripting-c349d6f33eb6,Mr.Hacker (@mr_hacker0007),-,CSRF,-,2019-02-10,2022-09-15
Oauth Misconfiguration lead to complete account takeover,https://medium.com/@Jacksonkv22/oauth-misconfiguration-lead-to-complete-account-takeover-c8e4e89a96a,Jackson kv (@Jacksonkv22),-,"CSRF, OAuth, Account takeover",-,2019-01-20,2022-09-15
How I could have taken over any Pinterest account,http://infosecflash.com/2019/01/05/how-i-could-have-taken-over-any-pinterest-account/,Arnold Anthony (@armold9anthony),Pinterest,"CSRF, Account takeover","2,400",2019-01-05,2022-09-15
Remote Code Execution on a Facebook server,https://blog.scrt.ch/2018/08/24/remote-code-execution-on-a-facebook-server/,Daniel Le Gall (@Blaklis_),phpMyAdmin,"LFI, RCE, CSRF",-,2018-12-14,2022-09-15
How i Found Information Disclosure on Scribd.com,https://medium.com/@androgaming1912/how-i-found-password-bypass-vulnerability-on-private-document-at-scribd-com-c0905e8dcc9a,Zerb0a,Scribd.com,CSRF,-,2018-11-22,2022-09-15
Patched Facebook Vulnerability Could Have Exposed Private Information About You and Your Friends,https://www.imperva.com/blog/facebook-privacy-bug,Ron Masas (@RonMasas),Meta / Facebook,"CSRF, Information disclosure",-,2018-11-13,2022-09-15
Chain exploitation of XSS,https://mike-n1.github.io/Chain_XSS,Mikhail Klyuchnikov (@__Mn1__),-,"DOM XSS, Clickjacking, CSRF",-,2018-11-12,2022-09-15
CSRF 'protection' bypass on xvideos,https://web.archive.org/web/20181030103042/https://zseano.com/blogs/4.html,Zseano (@zseano),xvideos,CSRF,-,2018-10-30,2022-09-15
"Improper CSRF token handling leads to site-wide CSRF issue, chained with clickjacking = woot! Multiple sites vulnerable",https://zseano.medium.com/site-wide-csrf-issue-chained-with-clickjacking-multiple-sites-vulnerable-6201abab0d3e,Zseano (@zseano),-,"CSRF, Clickjacking",-,2018-10-29,2022-09-15
A very useful technique to bypass the CSRF protection for fun and profit.,https://medium.com/@Skylinearafat/a-very-useful-technique-to-bypass-the-csrf-protection-for-fun-and-profit-471af64da276,Yeasir Arafat,-,CSRF,-,2018-10-26,2022-09-15
CSRF account takeover Explained Automated/Manual — Bug Bounty,https://web.archive.org/web/20191217012635/https://medium.com/bugbountywriteup/csrf-account-takeover-explained-automated-manual-bug-bounty-447e4b96485b,Vulnerables,OpenMenu,"CSRF, Account takeover",250,2018-10-26,2022-09-15
Microsoft CSRF Vulnerability,https://web.archive.org/web/20200825165404/https://medium.com/@adeshkolte/how-i-got-500-from-microsoft-for-csrf-vulnerability-700accaf48b9,Adesh Nandkishor kolte (@AdeshKolte),Microsoft,CSRF,500,2018-10-12,2022-09-15
[Critical] Bypass CSRF protection on IBM,https://medium.com/bugbountywriteup/critical-bypass-csrf-protection-on-ibm-313ffb68dd0c,Mohamed Sayed (@FlEx0Geek),IBM,CSRF,-,2018-10-09,2022-09-15
An interesting Google vulnerability that got me 3133.7 reward.,https://www.sec-down.com/wordpress/?p=809,Ebrahem Hegazy (@Zigoo0),Google,CSRF,"3,133.7",2018-10-04,2022-09-15
Collecting Shells by the Sea of NAS Vulnerabilities,https://blog.securityevaluators.com/collecting-shells-by-the-sea-of-nas-vulnerabilities-155a0bd7c525,Rick Ramgattie (@RRamgattie),Lenovo,"OS command injection, XSS, CSRF",-,2018-10-01,2022-09-15
R-XSS -> CSRF bypass to account takeover/,https://nirmaldahal.com.np/posts/2019/11/r-xss-leading-csrf-bypass-to-account-takeover/,Nirmal Dahal (@TheNittam),-,"Reflected XSS, CSRF",-,2018-09-21,2022-09-15
How I hijacked your account when you opened my cat picture,https://medium.com/intigriti/how-i-hijacked-your-account-when-you-opened-my-cat-picture-9a0a0acca9e8,Matti Bijnens (@MattiBijnens),-,Logout CSRF,-,2018-09-14,2022-09-15
Send request to Martians. Earthlings are already your friends.,https://blog.sagarvd.me/2018/09/youtube-csrf.html,Sagar VD,Google,CSRF,-,2018-09-01,2022-09-15
How I was able to delete 13k+ Microsoft Translator projects,https://haiderm.com/how-i-was-able-to-delete-13k-microsoft-translator-projects/,Haider Mahmood (@haiderinfosec),Microsoft,"CSRF, IDOR",-,2018-07-19,2022-09-15
Fastest Fix on Open Bug Bounty Platform,https://kongwenbin.com/fastest-fix-on-open-bug-bounty-platform,Wen Bin KONG (@kongwenbin),Kevag Telekom GmbH,"Reflected XSS, CSRF",-,2018-06-24,2022-09-15
[PayPal BBP] I could’ve deleted All SMC messages. Using Brute-Force technique.,https://blog.ayoubaitelmokhtar.com/2018/06/paypal-bbp-i-couldve-deleted-all-smc.html,Ayoub Ait Elmokhtar (@aessadek),Paypal,CSRF,-,2018-06-10,2022-09-15
Self-XSS + CSRF to Stored XSS,https://medium.com/@renwa/self-xss-csrf-to-stored-xss-54f9f423a7f1,Renwa (@RenwaX23),-,"Self-XSS, CSRF, Stored XSS",-,2018-05-20,2022-09-15
Fastest Fix on Open Bug Bounty Platform,https://medium.com/@kongwenbin/fastest-fix-on-open-bug-bounty-platform-4bb03ff846e8,Wen Bin KONG (@kongwenbin),Kevag Telekom GmbH,"XSS, CSRF",-,2018-05-19,2022-09-15
"How I hacked companies related to the crypto currency and earned $60,000",https://medium.com/@iSecMax/how-i-hacked-companies-related-to-the-crypto-currency-and-earned-60-000-93e9b3299f4e,Max (@0xw2w),"okex.com, livecoin.net","Broken authorization, CSRF, IDOR, Stored XSS, HTML injection","59,400",2018-04-14,2022-09-15
How I hacked one cryptocurrency service,https://medium.com/@valeriyshevchenko/how-i-hacked-one-cryptocurrency-service-db3cb0f81d6c,Valeriy Shevchenko (@Krevetk0Valeriy),PayKassa,"Blind XSS, Reflected XSS, CSRF",300,2018-03-31,2022-09-15
"Leaking WordPress CSRF Tokens for Fun, $1337 bounty, and CVE-2017-5489",https://ahussam.me/Leaking-WordPress-CSRF-Tokens/,Abdullah Hussam (@Abdulahhusam),WordPress,CSRF,"1,337",2018-03-15,2022-09-15
Google bugs stories and the shiny pixelbook.,https://bughunt1307.herokuapp.com/googlebugs.html,Missoum Said (@missoum1307),Google,"DOM XSS, Stored XSS, Logic flaw, Reflected XSS, CSRF",-,2018-02-19,2022-09-15
JSON CSRF attack on a Social Networking Site[Hackerone Platform],https://medium.com/@pig.wig45/json-csrf-attack-on-a-social-networking-site-hackerone-platform-3d7aed3239b0,Sahil Tikoo (@viperbluff),Badoo,JSON CSRF,280,2018-01-26,2022-09-15
$1800 in less than an hour.,http://c0rni3sm.blogspot.com/2018/01/1800-in-less-than-hour.html,yappare (@yappare),Indeed,"CSRF, XSS","1,800",2018-01-17,2022-09-15
Hacking Facebook accounts using CSRF in Oculus-Facebook integration,https://www.josipfranjkovic.com/blog/hacking-facebook-oculus-integration-csrf,Josip Franjkovic (@josipfranjkovic),Meta / Facebook,CSRF,-,2018-01-15,2022-09-15
#BugBounty — How I was able to delete anyone’s account in an Online Car Rental Company,https://medium.com/bugbountywriteup/bugbounty-how-i-was-able-to-delete-anyones-account-in-an-online-car-rental-company-8a4022cc611,Avinash Jain (@logicbomb_1),-,"CSRF, Parameter tampering",-,2018-01-14,2022-09-15
Multiple Plone Cross-Site Scripting Vulnerabilities,https://www.fortinet.com/blog/threat-research/multiple-plone-cross-site-scripting-vulnerabilities,Zhouyuan Yang,Plone,"XSS, CSRF",-,2017-12-05,2022-09-15
Account Take Over Vulnerability in Google acquisition [Famebit],https://medium.com/bugbountywriteup/account-take-over-vulnerability-in-google-acquisition-famebit-e93b1a0a7af9,Hassan Khan Yusufzai,Google,CSRF,-,2017-11-17,2022-09-15
Bypassing Crossdomain Policy and Hit Hundreds of Top Alexa Sites,https://medium.com/bugbountywriteup/bypassing-crossdomain-policy-and-hit-hundreds-of-top-alexa-sites-af1944f6bbf5,Ak1T4 (@akita_zen),-,CSRF,-,2017-11-16,2022-09-15
Leaking Amazon.com CSRF Tokens Using Service Worker API,https://ahussam.me/Amazon-leaking-csrf-token-using-service-worker/,Abdullah Hussam (@Abdulahhusam),Amazon,CSRF,-,2017-10-11,2022-09-15
Facebook GraphQL CSRF,https://philippeharewood.com/facebook-graphql-csrf/,Philippe Harewood (@phwd),Meta / Facebook,CSRF,"7,500",2017-10-08,2022-09-15
Luminate Store Basics defacement and potential takeover,https://medium.com/@rojanrijal/luminate-store-basics-defacement-and-potential-takeover-3b53d1e45b4f,Rojan Rijal (@uraniumhacker),Yahoo! / Verizon Media,"CSRF, Session management issue",-,2017-08-30,2022-09-15
Chain the vulnerabilities and take your report impact on the moon (CSRF to HTML INJECTION which results OPEN REDIRECT and could steal USER CREDENTIALS),https://medium.com/@armaanpathan/chain-the-vulnerabilities-and-take-your-report-impact-on-the-moon-csrf-to-html-injection-which-608fa6e74236,Armaan Pathan (@armaancrockroax),Legal Robot,"CSRF, HTML injection",40,2017-08-12,2022-09-15
That Escalated Quickly : From partial CSRF to reflected XSS to complete CSRF to Stored XSS,https://medium.com/@ciph3r7r0ll/that-escalated-quickly-from-partial-csrf-to-reflected-xss-to-complete-csrf-to-stored-xss-6ba8103069c2,Mandeep Jadon (@1337tr0lls),-,"CSRF, Reflected XSS, Stored XSS",-,2017-07-19,2022-09-15
Stealing Access Token of One-drive Integration By Chaining CSRF Vulnerability,https://medium.com/@arbazhussain/stealing-access-token-of-one-drive-integration-by-chaining-csrf-vulnerability-779f999624a7,Arbaz Hussain (@ArbazKiraak),-,"OAuth, CSRF",-,2017-07-18,2022-09-15
Authentication bypass on Airbnb via OAuth tokens theft,https://www.arneswinnen.net/2017/06/authentication-bypass-on-airbnb-via-oauth-tokens-theft/,Arne Swinnen (@ArneSwinnen),Airbnb,"OAuth, Login CSRF, Open redirect, Authentication bypass","5,000",2017-06-22,2022-09-15
Vulnerability in Metasploit Project aka CVE-2017-5244,https://www.seekurity.com/blog/general/metasploit-web-project-kill-all-running-tasks-csrf-cve-2017-5244/,Mohamed A. Baset,Rapid7,CSRF,-,2017-06-12,2022-09-15
Let’s steal some tokens!,https://www.seekurity.com/blog/general/lets-steal-some-tokens,Mahmoud Gamal (@Zombiehelp54),"Google, Shopify","CSRF, XSS, Account takeover","1,000",2017-06-11,2022-09-15
"Stored XSS, CSRF And Clickjacking Vulnerabilities in Opera",https://www.rafaybaloch.com/2017/06/stored-xss-csrf-and-clickjacking.html,Rafay Baloch (@rafaybaloch),Opera,"Stored XSS, CSRF, Clickjacking",-,2017-06-01,2022-09-15
"One company: 262 bugs, 100% acceptance, 2.57 priority, millions of user details saved.",https://medium.com/@sean.roesner/one-company-262-bugs-100-acceptance-2-57-priority-300million-user-details-saved-dd88ecb10f6f,Zseano (@zseano),-,"Stored XSS, Blind XSS, CSRF, Account takeover, IDOR",-,2017-02-25,2022-09-15
Cross Site Request Forgery in Facebook,https://medium.com/@zahidali_93675/cross-site-request-forgery-in-facebook-86087201d8c,Zahid Ali,Meta / Facebook,CSRF,"1,000",2017-02-04,2022-09-15
CSRF in partners.facebook.com,https://github.com/cymtrick/lol/blob/d17ed765129b26a1bf8060757e5aebd4e237c908/_posts/2016-09-20-Facebook-partners-CSRF.md,Prashanth Varma (@cymtrick),Meta / Facebook,CSRF,"5,000",2016-09-20,2022-10-28
Messenger.com Site-Wide CSRF,https://whitton.io/articles/messenger-site-wide-csrf/,Jack Whitton (@fin1te),Meta / Facebook,CSRF,-,2016-07-26,2022-09-15
BMW Vulnerabilities – Hijack Cars ConnectedDrive™ Service!,https://www.seekurity.com/blog/general/bmw-vulnerabilities-hijack-cars-connecteddrive-service/,Mohamed A. Baset,BMW,"Clickjacking, CSRF",-,2016-07-24,2022-09-15
Stealing Facebook access_tokens using CSRF in device login flow,https://www.josipfranjkovic.com/blog/hacking-facebook-csrf-device-login-flow,Josip Franjkovic (@josipfranjkovic),Meta / Facebook,"CSRF, OAuth, Information disclosure",-,2016-07-19,2022-09-15
TopCoder.com Vulnerabilities – A tail of site-wide bugs leads to accounts compromise & payments hijacking,https://www.seekurity.com/blog/general/topcoder-vulnerabilities-a-tail-of-site-wide-bugs-leads-to-accounts-compromise-payments-hijacking/,Mohamed A. Baset,Topcoder.com,"CSRF, Account takeover",-,2016-06-28,2022-09-15
Two vulnerabilities makes an Exploit!! (XSS and CSRF in Bing),https://medium.com/bugbountywriteup/two-vulnerabilities-makes-an-exploit-xss-and-csrf-in-bing-cd4269da7b69,Sai Krishna Kothapalli (@kmskrishna),Microsoft,"XSS, CSRF",-,2016-06-10,2022-09-15
RunKeeper Stored XSS Vulnerability – Where worms are able to run too!,https://www.seekurity.com/blog/general/runkeeper-stores-xss-vulnerability/,Mohamed A. Baset,RunKeeper,"Stored XSS, CSRF",-,2016-06-06,2022-09-15
