Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
How we exploited a remote code execution vulnerability in math.js,https://jwlss.pw/mathjs/,"Giulio Muscarello (@CapacitorSet), Denys Vitali (@denysvitali)",math.js,"RCE, Code injection",0.0,2021-01-16,2023-06-27
My first and last crit of 2020 on Hackerone,https://takester.medium.com/my-first-and-last-crit-of-2020-on-hackerone-702a694781b0,Takester (@dhiraj_ramteke),-,"Lack of rate limiting, Bruteforce, IDOR, Password reset, Account takeover",0.0,2021-01-16,2022-09-15
regreSSHion: Remote Unauthenticated Code Execution Vulnerability in OpenSSH server,https://blog.qualys.com/vulnerabilities-threat-research/2024/07/01/regresshion-remote-unauthenticated-code-execution-vulnerability-in-openssh-server,Qualys Threat Research Unit (TRU),OpenSSH,"RCE, Race condition",0.0,2024-07-01,2024-07-08
Attack of the clones 2: Git CLI remote code execution strikes back,https://blog.blazeinfosec.com/attack-of-the-clones-2-git-command-client-remote-code-execution-strikes-back/,Vitor Fernandes (@Rapt00rVF),GitHub,RCE,0.0,2021-01-15,2022-09-15
GoCD Multiple Vulnerabilities,https://pulsesecurity.co.nz/advisories/GOCD-Multiple-Vulnerabilities,Denis Andzakovic,GoCD,"RCE, Information disclosure, Insecure deserialization, Security code review",0.0,2021-01-12,2022-09-15
Making Clouds Rain :: Remote Code Execution in Microsoft Office 365,https://srcincite.io/blog/2021/01/12/making-clouds-rain-rce-in-office-365.html,Steven Seeley (@steventseeley),Microsoft,RCE,0.0,2021-01-12,2022-09-15
Weblogic Remote Code Execution (Exploiting CVE-2019-2725),https://blog.cybercastle.io/weblogic-remote-code-execution-exploiting-cve-2019-2725/,Mahmoud Gamal (@Zombiehelp54),-,RCE,0.0,2021-01-10,2022-09-15
Universal Deserialisation Gadget for Ruby 2.x-3.x,https://devcraft.io/2021/01/07/universal-deserialisation-gadget-for-ruby-2-x-3-x.html,William Bowling / vakzz (@wcbowling),Ruby,"Insecure deserialization, Security code review, RCE",0.0,2021-01-07,2023-08-08
Achieving Remote Code Execution By Exploiting Variable Check Feature,https://www.shawarkhan.com/2021/01/achieve-remote-code-execution-by.html,Shawar Khan (@ShawarkOFFICIAL),-,RCE,0.0,2021-01-06,2022-09-15
Vulnerabilities In CocoaPods Open The Door To Supply Chain Attacks Against Thousands Of iOS And MacOS Applications,https://www.evasec.io/blog/eva-discovered-supply-chain-vulnerabities-in-cocoapods,"Reef Spektor, Eran Vaknin",CocoaPods,"RCE, Account takeover, Supply chain attack, iOS, MacOS",0.0,2024-07-01,2024-07-22
Write Up: Google VRP N/A – Sandboxed Rce As Root On Apigee API Proxies,https://omespino.com/write-up-google-vrp-n-a-sandboxed-rce-as-root-on-apigee-api-proxies/,Omar Espino (@omespino),Google,RCE,0.0,2020-12-19,2022-09-15
D-Link: Multiple Security Vulnerabilities Leading to RCE,https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/d-link-multiple-security-vulnerabilities-leading-to-rce/,Harold Zang,D-Link,"RCE, Authentication bypass, Information disclosure",0.0,2020-12-17,2022-09-15
"""Important, Spoofing"" - zero-click, wormable, cross-platform remote code execution in Microsoft Teams",https://github.com/oskarsve/ms-teams-rce,Oskars Vegeris,Microsoft,"RCE, Stored XSS, CSP bypass, CSTI",0.0,2020-12-07,2022-09-15
RCE via LFI Log Poisoning - The Death Potion,https://shahjerry33.medium.com/rce-via-lfi-log-poisoning-the-death-potion-c0831cebc16d,Jerry Shah (@Jerry),-,"RCE, LFI, Log poisoning",0.0,2020-12-06,2022-09-15
WonderCMS 3.1.3 - Authenticated RCE & Blind SSRF Vulnerability,https://zetc0de.github.io/post/authenticated-rce-ssrf-wondercms/,Mas Zet (@zetc0de),WonderCMS,"Blind SSRF, RCE",0.0,2020-11-29,2022-11-17
SD-PWN Part 4 — VMware VeloCloud — The Last Takeover,https://medium.com/realmodelabs/sd-pwn-part-4-vmware-velocloud-the-last-takeover-a7016f9a9175,Realmode Labs (@RealmodeLabs),VMware,"RCE, Authentication bypass, Default credentials, SQL injection, Path traversal, LFI",0.0,2020-11-26,2022-09-15
"SD-PWN — Part 3 — Cisco vManage — Another Day, Another Network Takeover",https://medium.com/realmodelabs/sd-pwn-part-3-cisco-vmanage-another-day-another-network-takeover-15731a4d75b7,Realmode Labs (@RealmodeLabs),Cisco,"RCE, SSRF, Arbitrary file write, Path traversal, OS command injection, Local Privilege Escalation",0.0,2020-11-23,2022-09-15
Dropping a shell in Google’s Cloud SQL (the speckle-umbrella story),https://irsl.medium.com/dropping-a-shell-in-googles-cloud-sql-the-speckle-umbrella-story-f9375bd4960d,Imre Rad (@ImreRad),Google,"Configuration file injection, RCE",0.0,2021-02-16,2022-09-15
Build Pipeline Security,https://sprocketfox.io/xssfox/2021/02/18/pipeline/,xssfox (@xssfox),AWS,RCE,0.0,2021-02-18,2022-09-15
RCE On A Laravel Private Program,https://zdresearch.com/rce-on-a-laravel-private-program/,Yashar Shahinzadeh (@YShahinzadeh),-,RCE,0.0,2021-02-20,2022-09-15
Advisory: Cisco RV34X Series – Authentication Bypass and Remote Command Execution,https://onekey.com/blog/advisory-cisco-rv34x-authentication-bypass-remote-command-execution/,T. Shiomitsu,Cisco,"Authentication bypass, OS command injection, RCE",0.0,2021-04-13,2022-09-15
Password reset code brute-force vulnerability in AWS Cognito,https://www.pentagrid.ch/de/blog/password-reset-code-brute-force-vulnerability-in-AWS-Cognito/,Pentagrid (@pentagridsec),AWS,"Password reset, Bruteforce, Rate limiting bypass, Account takeover",0.0,2021-04-30,2022-09-15
PHP Supply Chain Attack on Composer,https://blog.sonarsource.com/php-supply-chain-attack-on-composer/,Thomas Chauchefoin (@swapgs),Packagist,"Argument injection, RCE, Supply chain attack, Security code review",0.0,2021-04-29,2022-10-06
"CVE-2021-22204 - Recreating a critical bug in ExifTool, no Perl smarts required.",https://blog.bricked.tech/posts/exiftool/,-,Exiftool,RCE,0.0,2021-04-26,2022-10-06
When Prompts Go Rogue: Analyzing a Prompt Injection Code Execution in Vanna.AI,https://jfrog.com/blog/prompt-injection-attack-code-execution-in-vanna-ai-cve-2024-5565/,Natan Nehorai,Vanna.ai,"AI, LLM, RCE, Prompt injection",0.0,2024-06-27,2024-07-15
Remote code execution in Homebrew by compromising the official Cask repository,https://blog.ryotak.me/post/homebrew-security-incident-en/,RyotaK (@ryotkak),Homebrew,RCE,0.0,2021-04-21,2022-09-15
"DMCA.COM Hack, Full Disclosure (With Proof-of-Concept)",https://websec.nl/blog/606ecfec2f798a048269340e/dmcacom%20hack%20full%20disclosure%20with%20proof-of-concept,Joël Aviad Ossi,DMCA,"Privilege escalation, Client-side enforcement of server-side security, Stored XSS, Broken Access Control",0.0,2021-04-21,2022-10-24
17 vulnerabilities in Sharp Multi-Function Printers,https://pierrekim.github.io/blog/2024-06-27-sharp-mfp-17-vulnerabilities.html,Pierre Kim (@PierreKimSec),"Sharp, Toshiba","Printer hacking, RCE, Information disclosure, Memory corruption, Buffer Overflow, DoS, LFI, XSS, Hardcoded API keys, Default credentials, Missing authentication, Directory listing, Authentication bypass, LDAP",0.0,2024-06-27,2024-07-30
Exploiting Unrestricted File Upload to achieve Remote Code Execution on a bug bounty program,https://mase289.medium.com/exploiting-unrestricted-file-upload-to-achieve-remote-code-execution-on-a-bug-bounty-program-85661516712,Jadek Mark (@mase289),-,"Unrestricted file upload, RCE",0.0,2021-04-18,2022-09-15
Discoure themes OS Command Injection,https://0day.click/recipe/2021-04-18-discourse-themes/,joernchen (@joernchen),Discourse,"RCE, OS command injection",0.0,2021-04-18,2022-09-15
"Allow arbitrary URLs, expect arbitrary code execution",https://positive.security/blog/url-open-rce,"Fabian Bräunlein, Lukas Euler","Nextcloud, Telegram, VLC",RCE,0.0,2021-04-15,2022-09-15
Pwn2Own Vancouver 2021 :: Microsoft Exchange Server Remote Code Execution,https://srcincite.io/blog/2021/08/25/pwn2own-vancouver-2021-microsoft-exchange-server-remote-code-execution.html,Steven Seeley (@steventseeley),Microsoft,"RCE, MiTM",0.0,2021-08-25,2022-09-15
Exploiting Struts RCE on 2.5.26,https://mc0wn.blogspot.com/2021/04/exploiting-struts-rce-on-2526.html,Chris (@mc_0wn),Apache Struts,"RCE, Double OGNL evaluation",0.0,2021-04-12,2022-12-05
Big Bugs: Bitbucket Pipelines Kata Containers Build Container Escape,https://www.bugcrowd.com/blog/big-bugs-cve-2020-28914/,Alex Chapman (@ajxchapman),-,RCE,0.0,2021-02-28,2022-09-15
You Talking To Me?,https://starlabs.sg/blog/2021/04-you-talking-to-me/,Li JianTao (@cursered),Google,"RCE, Browser hacking",0.0,2021-04-12,2022-09-15
ELECTRIC CHROME - CVE-2020-6418 on Tesla Model 3,https://leethax0.rs/2021/04/ElectricChrome/,Chris Williams (@HawaiiFive0day),"Tesla, Google","RCE, Browser hacking",0.0,2021-04-12,2022-09-15
Chaining an Blind SSRF bug to Get an RCE,https://notifybugme.medium.com/chaining-an-blind-ssrf-bug-to-get-an-rce-92c09de3c0ba,Santosh Kumar Sha (@killmongar1996),-,"Blind SSRF, RCE",0.0,2021-04-07,2022-09-15
Apple TV for Fire OS code execution,https://0xra.github.io/posts/apple-tv-code-execution/,Razvan Sima (@0xraaz),Apple,"RCE, Insecure storage, Man-in-the-Disk attack",0.0,2021-04-05,2022-09-15
Remote code execution through unsafe unserialize in PHP,https://www.sjoerdlangkemper.nl/2021/04/04/remote-code-execution-through-unsafe-unserialize/,Sjoerd Langkemper,-,"Insecure deserialization, RCE",0.0,2021-04-04,2022-09-15
Inside Xerox WorkCentre: Two Unauthenticated RCEs,https://swarm.ptsecurity.com/inside-xerox-workcentre-two-unauthenticated-rces/,Arseniy Sharoglazov (@_mohemiv),Xerox,"RCE, Local Privilege Escalation, Printer hacking, Security code review",0.0,2024-06-28,2024-07-01
Zero click vulnerability in Apple’s macOS Mail,https://mikko-kenttala.medium.com/zero-click-vulnerability-in-apples-macos-mail-59e0c14b106c,Mikko Kenttälä (@Turmio_),Apple,"Account takeover, Information disclosure, RCE",0.0,2021-04-01,2022-09-15
OTP brute-force via rate limit bypass,https://bilalabdulmuqeet.medium.com/brute-forcing-otp-via-bypassing-rate-limit-c5ee6b25c2a8,Bilal Muqeet (@blmqt),-,"Bruteforce, Lack of rate limiting, OTP bypass",0.0,2021-03-21,2022-09-15
TikTok for Android 1-Click RCE,https://medium.com/@dPhoeniixx/tiktok-for-android-1-click-rce-240266e78105,Sayed Abdelhafiz (@dPhoeniixx),TikTok,"RCE, XSS, Insecure intent, Android",0.0,2021-03-18,2022-09-15
CVE-2021-27076: A Replay-style Deserialization Attack Against Sharepoint,https://www.thezdi.com/blog/2021/3/17/cve-2021-27076-a-replay-style-deserialization-attack-against-sharepoint,Simon Zuckerbraun (@HexKitchen),Microsoft,"Insecure deserialization, RCE",0.0,2021-03-17,2022-09-15
Bytecode Breakdown: Unraveling Factorio's Lua Security Flaws,https://memorycorruption.net/posts/rce-lua-factorio/,Memory Corruption,Factorio,"RCE, Memory corruption",0.0,2024-06-29,2024-07-08
“How Companies Need to Widen There Scopes”,https://medium.com/@amnotacat/how-companies-need-to-widen-there-scopes-75ba19ac50c7,amnotacat,-,"RCE, Components with known vulnerabilities",0.0,2021-08-25,2022-09-15
"All Your (d)Base Are Belong To Us, Part 1: Code Execution in Apache OpenOffice (CVE-2021–33035)",https://medium.com/csg-govtech/all-your-d-base-are-belong-to-us-part-1-code-execution-in-apache-openoffice-cve-2021-33035-767fc7d6daf7,Eugene Lim (@spaceraccoonsec),Apache,"RCE, Memory corruption",0.0,2021-09-17,2022-09-15
Bug Bounty: “My Remote Code Execution”,https://0xjin.medium.com/bug-bounty-my-remote-code-execution-da7bbd00925a,0xJin (@0xJin),-,"Default credentials, RCE",0.0,2021-08-29,2022-09-15
CVE-2022-22947: SpEL Casting And Evil Beans,https://web.archive.org/web/20221128044142/https://wya.pl/2022/02/26/cve-2022-22947-spel-casting-and-evil-beans/,Wyatt Dahlenburg (@wdahlenb),-,"RCE, Java Beans",0.0,2022-02-26,2022-09-15
Basic recon to RCE II,https://www.jomar.fr/posts/2022/basic_recon_to_rce_ii/,Joshua Martinelle (@J0_mart),-,RCE,0.0,2022-03-22,2022-09-15
iTop – Template Injection inside customer Portal,https://markus-krell.de/itop-template-injection-inside-customer-portal/,Markus Krell (@MarkusKrell),Combodo (iTop),"SSTI, RCE",0.0,2022-03-21,2022-10-24
From XSS to RCE (dompdf 0day),https://positive.security/blog/dompdf-rce,Positive Security (@positive_sec),-,"XSS, RCE",0.0,2022-03-16,2022-09-15
"Git honours embedded bare repos, and exploitation via core.fsmonitor in a directory's .git/config affects IDEs, shell prompts and Git pillagers",https://github.com/justinsteven/advisories/blob/main/2022_git_buried_bare_repos_and_fsmonitor_various_abuses.md,Justin Steven (@justinsteven),"GitHub, Microsoft, JetBrains",RCE,0.0,2022-03-16,2022-09-15
Hello: I’m your Domain Admin and I want to authenticate against you,https://decoder.cloud/2024/04/24/hello-im-your-domain-admin-and-i-want-to-authenticate-against-you/,ap (@decoder_it),Microsoft,"RCE, Privilege escalation, Authentication coercion, Active Directory, NTLM, Internal pentest",0.0,2024-04-24,2024-05-11
How I bypassed disable_functions in php to get a remote shell,https://melotover.medium.com/how-i-bypassed-disable-functions-in-php-to-get-a-remote-shell-48b827d54979,Asem Eleraky (@melotover),-,RCE,0.0,2022-03-13,2022-09-15
SSD Advisory – NETGEAR DGND3700v2 PreAuth Root Access,https://ssd-disclosure.com/ssd-advisory-netgear-dgnd3700v2-preauth-root-access/,-,Netgear,"Authentication bypass, OS command injection, RCE",0.0,2022-03-09,2022-09-15
Oracle Access Manager Pre-Auth RCE (CVE-2021–35587 Analysis),https://testbnull.medium.com/oracle-access-manager-pre-auth-rce-cve-2021-35587-analysis-1302a4542316,"Nguyễn Tiến Giang (@testanull), peterjson (@peterjson)",Oracle,RCE,0.0,2022-03-09,2022-09-15
Pwning a Server using Markdown,https://blog.dixitaditya.com/pwning-a-server-using-markdown,Aditya Dixit (@zombie007o),Hashnode,"LFI, RCE",0.0,2022-02-28,2022-09-15
BrokenPrint: A Netgear stack overflow,https://research.nccgroup.com/2022/02/28/brokenprint-a-netgear-stack-overflow/,"Alex Plaskett (@alexjplaskett), Cedric Halbronn (@saidelike), Aaron Adams (@fidgetingbits)",Netgear,"Memory corruption, RCE",0.0,2022-02-28,2022-09-15
Catching bugs in VMware: Carbon Black Cloud Workload Appliance and vRealize Operations Manager,https://swarm.ptsecurity.com/catching-bugs-in-vmware-carbon-black-cloud-workload-appliance-and-vrealize-operations-manager/,Egor Dimitrenko (@elk0kc),VMware,"Authentication bypass, RCE, SSRF, Path traversal",0.0,2022-02-25,2022-09-15
Pwn2Own Austin 2021 : Defeating The Netgear R6700V3,https://www.synacktiv.com/publications/pwn2own-austin-2021-defeating-the-netgear-r6700v3.html,"Antide Petit (@xarkes_), Mitsurugi Heishiro (@0xmitsurugi)",Netgear,"RCE, Memory corruption",0.0,2022-03-25,2022-09-15
CVE-2021-45467: CWP CentOS Web Panel – preauth RCE,https://octagon.net/blog/2022/01/22/cve-2021-45467-cwp-centos-web-panel-preauth-rce/,Paulos Yibelo (@PaulosYibelo),Centos Web Panel (CWP),"RCE, LFI, Arbitrary file write",0.0,2022-01-22,2023-03-02
Write Up – Android Application Screen Lock Bypass Via ADB Brute Forcing,https://omespino.com/write-up-private-bug-bounty-bypass-redacted-android-application-screen-lock-via-local-brute-forcing/,Omar Espino (@omespino),-,"Android, Bruteforce, Authentication bypass",0.0,2022-02-22,2022-09-15
Advisory: Cisco RV340 Dual WAN Gigabit VPN Router (RCE over LAN),https://www.iot-inspector.com/blog/advisory-cisco-rv340-dual-wan-gigabit-vpn-router-rce-over-lan/,Quentin Kaiser (@QKaiser),Cisco,"RCE, Unrestricted file upload, OS command injection",0.0,2022-02-17,2022-09-15
Hunting for bugs in VMware: View Planner and vRealize Business for Cloud,https://swarm.ptsecurity.com/hunting-for-bugs-in-vmware-view-planner-and-vrealize-business-for-cloud/,"Mikhail Klyuchnikov (@__Mn1__), Egor Dimitrenko (@elk0kc)",VMware,RCE,0.0,2022-02-15,2022-09-15
Advisory: Western Digital My Cloud Pro Series PR4100 RCE,https://www.iot-inspector.com/blog/advisory-western-digital-my-cloud-pro-series-pr4100-rce/,Quentin Kaiser (@QKaiser),Western Digital,"RCE, OS command injection",0.0,2022-02-15,2022-09-15
Code Injection to RCE with .NET,https://blog.stratumsecurity.com/2024/04/29/code-injection-to-rce-with-net/,Phil Thomas,-,"Code injection, RCE",0.0,2024-04-29,2024-05-08
WordPress < 5.8.3 - Object Injection Vulnerability,https://blog.sonarsource.com/wordpress-object-injection-vulnerability,"Simon Scannell (@scannell_simon), Karim El Ouerghemmi",WordPress,"Object injection, RCE",0.0,2022-02-08,2022-09-15
How I bypassed PHP functions to read sensitive files on server,https://kailashbohara.com.np/blog/2022/02/04/bypassing-PHP-functions-to-read-system-file-copy/,Kailash (@corrupted_brain),-,"Components with known vulnerabilities, RCE",0.0,2022-02-04,2022-09-15
No Rate Limiting on OTP sending,https://medium.com/@noob_master/no-rate-limiting-on-otp-sending-39a3a9fc93f6,nOOb_mAsTeR,-,"Bruteforce, Lack of rate limiting",0.0,2022-02-02,2022-09-15
CVE-2024-2887: A Pwn2Own Winning Bug In Google Chrome,https://www.zerodayinitiative.com/blog/2024/5/2/cve-2024-2887-a-pwn2own-winning-bug-in-google-chrome,Manfred Paul (@_manfp),"Google (Chrome), Microsoft (Edge)","V8 JavaScript engine, WebAssembly, JS sandbox breakout, Browser hacking, Memory corruption, RCE",0.0,2024-05-02,2024-05-11
Remote Code Execution on Western Digital PR4100 NAS (CVE-2022-23121),https://research.nccgroup.com/2022/03/24/remote-code-execution-on-western-digital-pr4100-nas-cve-2022-23121/,"Alex Plaskett (@alexjplaskett), Cedric Halbronn (@saidelike), Aaron Adams (@fidgetingbits)",Western Digital,RCE,0.0,2022-03-23,2022-09-15
Finding bugs to trigger Unauthenticated Command Injection in a NETGEAR router (PSV-2022–0044),https://flattsecurity.medium.com/finding-bugs-to-trigger-unauthenticated-command-injection-in-a-netgear-router-psv-2022-0044-2b394fb9edc,stypr (@stereotype32),Netgear,"XSS, Arbitrary file read, Authentication bypass, OS command injection, RCE",0.0,2022-03-25,2022-09-15
Send()-ing Myself Belated Christmas Gifts - GitHub.com's Environment Variables & GHES Shell,https://starlabs.sg/blog/2024/04-sending-myself-github-com-environment-variables-and-ghes-shell/,Ngo Wei Lin (@Creastery),GitHub,"RCE, Unsafe reflection, Security code review",0.0,2024-05-06,2024-05-08
"Cloudflare Pages, part 1: The fellowship of the secret",https://www.assetnote.io/resources/research/cloudflare-pages-part-1-the-fellowship-of-the-secret,"Sean Yeoh (@seanyeoh), James Hebden (@devec0)",Cloudflare,"Command injection, Container escape, Bash Path injection, RCE, Local Privilege Escalation, Information disclosure",0.0,2022-05-06,2022-09-15
CVE-2022-1040 Sophos XG Firewall Authentication bypass,https://blog.viettelcybersecurity.com/cve-2022-1040-sophos-xg-firewall-authentication-bypass/,Nguyễn Đình Biển (@biennd279),Sophos,"Authentication bypass, RCE",0.0,2022-06-09,2022-09-15
Hack ZTE router's admin panel,https://websec.nl/blog/hack-zte-routers-admin-panel-66190e773cc251453bda7a0c,Zhassulan Zhussupov,ZTE,Bruteforce,0.0,2024-04-12,2024-08-14
Fixing Typos And Breaching Microsoft’s Perimeter,https://johnstawinski.com/2024/04/15/fixing-typos-and-breaching-microsofts-perimeter/,"John Stawinski, Adnan Khan (@adnanthekhan)",Microsoft,"RCE, CI/CD, Supply chain attack",0.0,2024-04-15,2024-05-13
SQL injection to Remote Command Execution (RCE),https://systemweakness.com/sql-injection-to-remote-command-execution-rce-dd9a75292d1d,Kwadwo Amoako,-,"SQL injection, RCE",0.0,2022-05-31,2022-09-15
From open redirect to RCE in one week,https://medium.com/@byq/from-open-redirect-to-rce-in-one-week-66a7f73fd082,byq (@ByQwert),Mail.ru,"Open redirect, SSRF, Insecure deserialization, LFI, RCE",0.0,2022-05-31,2022-09-15
Bygone Vulnerabilities - Remote Code Execution in IBM Lotus SameTime Clients (CVE-2013-0553),https://hoyahaxa.blogspot.com/2022/05/bygone-vulnerabilities-remote-code.html,Brian (@hoyahaxa),IBM,"XSS, RCE",0.0,2022-05-27,2022-09-15
2nd RCE and XSS in Apache Struts before 2.5.30,https://mc0wn.blogspot.com/2022/05/2nd-rce-and-xss-in-apache-struts-before-2530.html,Chris (@mc_0wn),Apache Struts,"RCE, Double OGNL evaluation, XSS",0.0,2022-05-25,2022-12-05
Research: Auditing WordPress Plugins,https://cyllective.com/blog/posts/wordpress-audit-plugins,cyllective (@cyllective),-,"SQL injection, LFI, XSS, RCE",0.0,2022-05-20,2022-09-15
New Wine in Old Bottle - Microsoft Sharepoint Post-Auth Deserialization RCE (CVE-2022-29108),https://www.starlabs.sg/blog/2022/05-new-wine-in-old-bottle-microsoft-sharepoint-post-auth-deserialization-rce-cve-2022-29108/,Nguyễn Tiến Giang (@testanull),Microsoft,"Insecure deserialization, RCE",0.0,2022-05-12,2022-09-15
Can analyzing javascript files lead to remote code execution?,https://melotover.medium.com/can-analyzing-javascript-files-lead-to-remote-code-execution-f24112f1aa1f,Asem Eleraky (@melotover),-,"Unrestricted file upload, RCE",0.0,2022-05-08,2022-09-15
Hacking a Bank by Finding a 0day in DotCMS,https://blog.assetnote.io/2022/05/03/hacking-a-bank-using-dotcms-rce/,"Shubham Shah (@infosec_au), Hussein Daher (@HusseiN98D)",-,"Directory traversal, Unrestricted file upload, RCE",0.0,2022-05-03,2022-09-15
Pwning Microsoft Azure Defender for IoT | Multiple Flaws Allow Remote Code Execution for All,https://www.sentinelone.com/labs/pwning-microsoft-azure-defender-for-iot-multiple-flaws-allow-remote-code-execution-for-all/,"Kasif Dekel (@kasifdekel), Ronen Shustin (@ronenshh)",Microsoft,"RCE, Memory corruption, SQL injection",0.0,2022-03-28,2022-09-15
"EJS, Server side template injection RCE (CVE-2022-29078) - writeup",https://eslam.io/posts/ejs-server-side-template-injection-rce/,Eslam Salem (@net_code),"ejs, NetApp","SSTI, RCE",0.0,2022-04-23,2022-09-15
Adventures Into The MeowCorp Bug Bounty Program,https://www.tnirmal.com.np/2022/04/adventures-into-meowcorp-bug-bounty.html,Nirmal Thapa (@tnirmalz),-,"Information disclosure, Weak credentials, SSRF, .git folder disclosure, RCE",0.0,2022-04-21,2022-09-15
[1/3] Brute-Force Protection Bypass @ GitLab,https://medium.com/@_ip_/1-3-brute-force-protection-bypass-gitlab-15a17909bb,IP,GitLab,"Bruteforce, Rate limiting bypass",0.0,2022-04-11,2022-09-15
Dangerous Import: SourceForge Patches Critical Code Vulnerability,https://www.sonarsource.com/blog/dangerous-import-sourceforge-patches-critical-code-vulnerability,Stefan Schiller (@scryh_),"SourceForge, Apache Allura","Arbitrary file read, RCE, Security code review",0.0,2024-04-16,2024-05-08
Pwning a Cisco RV340 with a 4 bug chain exploit,https://blog.relyze.com/2022/04/pwning-cisco-rv340-with-4-bug-chain.html,Liv (@terminatorLM),Cisco,"Local Privilege Escalation, OS command injection, RCE, Session management issue",0.0,2022-04-01,2022-09-15
CVE-2022-27643 - NETGEAR R6700v3 upnpd Buffer Overflow Remote Code Execution Vulnerability,https://blog.relyze.com/2022/03/cve-2022-27643-netgear-r6700v3-upnpd.html,Relyze (@relyze),Netgear,"Memory corruption, RCE",0.0,2022-03-31,2022-09-15
Unauthenticated Remote Code Execution in Cisco Nexus Dashboard Fabric Controller (formerly DCNM),https://github.com/pedrib/PoC/blob/master/advisories/Cisco/DCNMPwn.md,Pedro Ribeiro (@pedrib1337),Cisco,"Insecure deserialization, Local Privilege Escalation, RCE",0.0,2022-03-30,2022-09-15
Joomla! <= 4.1.0 (Tar.php) Zip Slip Vulnerability,https://karmainsecurity.com/KIS-2022-05,Egidio Romano / EgiX,Joomla!,"Zip Slip attack, Path traversal, Source code disclosure",0.0,2022-03-29,2022-12-20
Your NAS is not your NAS !,https://devco.re/blog/2022/03/28/your-NAS-is-not-your-NAS-en/,Angelboy (@scwuaptx),Synology,"RCE, Memory corruption, Buffer Overflow",0.0,2022-03-28,2022-10-24
Ruby Deserialization - Gadget on Rails,https://httpvoid.com/Ruby-Deserialization-Gadget-On-Rails.md,HTTPVoid (@httpvoid0x2f),Ruby on Rails,"Insecure deserialization, RCE",0.0,2022-03-28,2022-09-15
Devfile file write vulnerability in GitLab,https://gitlab-com.gitlab.io/gl-security/security-tech-notes/security-research-tech-notes/devfile/,joernchen (@joernchen),GitLab,"Path traversal, Arbitrary file write, RCE, Parser diffentials",0.0,2024-05-03,2024-05-08
LLM Pentest: Leveraging Agent Integration For RCE,https://www.blazeinfosec.com/post/llm-pentest-agent-hacking/,Pedro Henrique Lima,-,"LLM, Prompt leaking, Prompt injection, RCE, Code injection",0.0,2024-05-06,2024-05-11
Broken Access Control Leads To Change Of Admin Details,https://v3d.medium.com/broken-access-control-leads-to-change-of-admin-details-a783e31729c4,V3D (@v3d_bug),-,"Privilege escalation, Client-side enforcement of server-side security",0.0,2021-08-31,2022-09-15
Remote Command Execution in Visual Studio Code Remote Development Extension,https://www.shielder.it/advisories/remote-command-execution-in-visual-studio-code-remote-development-extension/,Abdel Adim `smaury` Oisfi (@smaury92),Microsoft,RCE,0.0,2021-09-24,2022-09-15
Molding Lies Into Reality || Exploiting CVE-2024-4358,https://summoning.team/blog/progress-report-server-rce-cve-2024-4358-cve-2024-1800/,Sina Kheirkhah (@SinSinology),Progress (Telerik),"RCE, Insecure deserialization, Authentication bypass, Security code review",0.0,2024-06-03,2024-07-15
Discourse SNS webhook RCE,https://0day.click/recipe/discourse-sns-rce/,joernchen (@joernchen),Discourse,"RCE, Signature validation bypass",0.0,2021-10-23,2022-09-15
"All Your (d)Base Are Belong To Us, Part 2: Code Execution in Microsoft Office (CVE-2021-38646)",https://spaceraccoon.dev/all-your-d-base-are-belong-to-us-part-2-code-execution-in-microsoft-office,Eugene Lim (@spaceraccoonsec),Microsoft,"RCE, Memory corruption",0.0,2021-10-22,2022-09-15
Shells And SOAP: Websphere Deserialization To RCE,https://web.archive.org/web/20221128060608/https://wya.pl/2021/10/18/shells-and-soap-websphere-deserialization-to-rce/,Wyatt Dahlenburg (@wdahlenb),IBM,"RCE, Insecure deserialization",0.0,2021-10-18,2022-09-15
"Independently Secure, Together Not So Much – A Story Of 2 WP Plugins",https://fortbridge.co.uk/research/independently-secure-together-not-so-much-a-story-of-2-wp-plugins/,Adrian Tiron (@Adrian__T),-,"RCE, Race condition, Unrestricted file upload, Security code review",0.0,2021-10-17,2023-05-04
How I Escalated a Time-Based SQL Injection to RCE,https://infosecwriteups.com/how-i-escalated-a-time-based-sql-injection-to-rce-bbf0d68cb398,JM Sanchez / 0xEchidonut (@jmrcsnchz),Sony,"SQL injection, RCE",0.0,2021-10-17,2022-09-15
"What’s in a Name? Writing custom DNS tunnelling protocol, exploiting unexpected AWS Lambda misconfiguration – in a web app Pen test (Part 1)",https://labs.jumpsec.com/whats-in-a-name-writing-custom-dns-tunnelling-protocol-on-the-fly-exploiting-unexpected-aws-lambda-misconfiguration-all-in-a-web-app-pen-test-part-1/,Sunny Chau,-,"RCE, AWS Lambda misconfiguration",0.0,2024-06-13,2024-07-30
CVE-2021-26420: Remote Code Execution In Sharepoint Via Workflow Compilation,https://www.zerodayinitiative.com/blog/2021/10/5/cve-2021-26420-remote-code-execution-in-sharepoint-via-workflow-compilation,-,Microsoft,RCE,0.0,2021-10-06,2022-09-15
CVE-2021-26084,https://github.com/snowyyowl/writeups/blob/main/CVE-2021-26084/CVE-2021-26084.md,snowyyowl (@bennyyjacob),Atlassian,RCE,0.0,2021-10-05,2022-09-15
